order_id,order_date,ship_date,delivery_date,order_status,customer_id,customer_name,country,state,city,product_id,product_name,category,sub_category,brand,quantity,unit_price,payment_method,gender,age,total_sales
A14159,08-10-2026,14-06-2026,29-03-2026,Delivered,C1409,Cynthia Ryan,India,New Hampshire,New Allisonport,P968,reflect,Electronics,Laptop,Clark-Choi,2,22318,COD,Male,53,44636
A14160,24-02-2026,12-12-2026,31-05-2026,Delivered,C3440,Pamela Moon,India,Alabama,Gonzalezton,P227,north,Fashion,Clothing,Wilson-Mendoza,4,37308,COD,Male,64,149233
A14161,06-05-2026,27-09-2026,13-12-2026,Delivered,C2502,Mrs. Crystal Castillo,India,Montana,Carlamouth,P804,within,Home,Kitchen,Campbell Group,1,45034,UPI,Female,40,45034
A14162,24-01-2026,26-03-2026,17-05-2026,Delivered,C2012,Jesse Hughes,India,Nebraska,New Michelle,P204,paper,Fashion,Footwear,"Franco, Mullen and Wells",3,2435,NetBanking,Female,62,7304
A14163,15-04-2026,20-02-2026,15-12-2026,Delivered,C5874,Levi White,India,South Dakota,North Tammy,P950,include,Home,Kitchen,Shelton-Haley,5,38249,COD,Male,46,191245
A14164,07-04-2026,18-03-2026,23-11-2026,Delivered,C2014,Katherine Benjamin,India,Mississippi,Laurenstad,P522,TRUE,Electronics,Mobile,"Gonzalez, Taylor and Brown",4,20728,COD,Female,52,82911
A14165,02-03-2026,18-01-2026,07-10-2026,Delivered,C3967,Marisa Gilbert,India,Iowa,Lake Andrew,P913,develop,Electronics,Laptop,"Baker, Shepherd and Wolf",1,11331,UPI,Female,53,11331
A14166,21-11-2026,30-04-2026,29-12-2026,Delivered,C7966,Steven Adams,India,Kentucky,Lake Zoeside,P687,purpose,Fashion,Clothing,Neal-Johnson,4,21351,Card,Male,26,85405
A14167,09-03-2026,26-08-2026,13-06-2026,Delivered,C1579,Brenda Mathis,India,Arkansas,Gambleshire,P603,else,Fashion,Clothing,Wiggins-Lopez,4,46941,COD,Female,29,187764
A14168,02-04-2026,18-04-2026,20-05-2026,Delivered,C7447,Richard Byrd,India,Iowa,Port Jacob,P125,middle,Home,Furniture,Newman-Watkins,1,17761,NetBanking,Male,62,17761
A14169,30-07-2026,15-12-2026,22-10-2026,Delivered,C4745,Robert Steele,India,Louisiana,New Ryanside,P855,situation,Electronics,Laptop,"Romero, Martin and Jones",5,46500,NetBanking,Male,20,232501
A14170,18-09-2026,30-12-2026,18-06-2026,Delivered,C3290,Donald Jackson,India,Alabama,Gilbertfurt,P507,assume,Fashion,Clothing,"Gomez, White and Estrada",2,3047,UPI,Male,65,6093
A14171,07-04-2026,04-06-2026,09-08-2026,Delivered,C3573,Jennifer Mayer,India,Hawaii,Port Jasmineshire,P382,every,Home,Furniture,"Bowers, Beck and Lucero",1,42635,NetBanking,Female,34,42635
A14172,14-05-2026,09-04-2026,17-12-2026,Delivered,C8875,Dr. Allen Davis DVM,India,Indiana,Toddmouth,P865,despite,Home,Kitchen,Brown PLC,3,4957,COD,Female,51,14872
A14173,11-08-2026,18-02-2026,14-10-2026,Delivered,C9580,Melissa Rivera,India,Pennsylvania,Stephanieburgh,P958,medical,Fashion,Clothing,Graham Group,2,15696,UPI,Male,59,31392
A14174,24-08-2026,06-07-2026,09-01-2026,Delivered,C6455,Dustin Hall,India,West Virginia,West Michaelfurt,P199,member,Fashion,Footwear,Reynolds-Williamson,3,45029,UPI,Female,63,135086
A14175,01-04-2026,28-01-2026,04-07-2026,Delivered,C3515,Timothy Gallagher,India,Missouri,Lake David,P412,as,Electronics,Laptop,Soto-Nunez,4,38493,UPI,Male,36,153971
A14176,28-02-2026,23-06-2026,27-05-2026,Delivered,C6679,Cathy Wall DDS,India,New Jersey,Ruizstad,P830,listen,Fashion,Clothing,Hanson Ltd,2,45177,COD,Female,43,90353
A14177,06-02-2026,16-03-2026,18-08-2026,Delivered,C2144,Jennifer Smith,India,Alaska,Jeffreyburgh,P186,field,Home,Kitchen,Rivera-Ross,2,12812,NetBanking,Male,41,25625
A14178,02-09-2026,26-01-2026,03-01-2026,Delivered,C2728,Nicole Thompson,India,Massachusetts,Peterfurt,P783,although,Home,Furniture,"Cooley, Diaz and Woodard",2,42561,UPI,Male,41,85122
A14179,26-11-2026,27-02-2026,07-08-2026,Delivered,C3981,Brandon James,India,New York,South Valerie,P553,table,Home,Kitchen,Taylor-Hill,3,1183,UPI,Male,41,3549
A14180,28-08-2026,25-02-2026,06-09-2026,Delivered,C7017,Andrew Baker,India,Missouri,New Jamesshire,P141,push,Home,Kitchen,Nelson-Byrd,2,34562,NetBanking,Male,60,69123
A14181,06-01-2026,24-10-2026,01-03-2026,Delivered,C4956,Victoria Randall,India,West Virginia,North Belinda,P347,first,Home,Furniture,Adams-Parker,1,2257,Card,Male,30,2257
A14182,22-10-2026,06-09-2026,26-05-2026,Delivered,C1919,Mathew Berger,India,Washington,Moranton,P363,box,Fashion,Clothing,Soto-Wilson,5,7184,UPI,Female,20,35920
A14183,12-08-2026,25-11-2026,06-05-2026,Delivered,C1785,Tina Mitchell,India,Oklahoma,South Rachel,P803,film,Home,Furniture,Anderson-Baldwin,3,21441,COD,Female,33,64323
A14184,08-12-2026,06-02-2026,31-05-2026,Delivered,C4304,Brian Smith,India,North Carolina,Nelsonmouth,P295,modern,Fashion,Clothing,Miller-Martinez,5,17354,COD,Male,27,86770
A14185,17-07-2026,24-02-2026,17-08-2026,Delivered,C5102,Brian Cochran,India,New York,West Tiffanymouth,P100,help,Fashion,Footwear,Soto Inc,2,2134,COD,Female,61,4269
A14186,30-07-2026,01-05-2026,13-12-2026,Delivered,C7269,Sandra Mcdowell,India,Ohio,Adamsland,P604,section,Fashion,Clothing,Kelly Ltd,2,43433,COD,Male,50,86866
A14187,02-09-2026,05-10-2026,11-03-2026,Delivered,C6984,Johnny Khan,India,Kansas,Port Michael,P120,practice,Electronics,Accessories,Stone Inc,4,19145,Card,Male,42,76580
A14188,07-09-2026,25-02-2026,07-05-2026,Delivered,C3659,Debra Mullins,India,Wisconsin,Clarketown,P661,present,Electronics,Mobile,"Martinez, Jackson and Aguilar",5,25209,UPI,Male,44,126045
A14189,29-03-2026,17-02-2026,13-05-2026,Delivered,C7172,Kenneth Perry,India,Virginia,Lake Kevin,P490,mean,Electronics,Laptop,Palmer LLC,4,25580,NetBanking,Male,55,102320
A14190,18-05-2026,14-10-2026,21-12-2026,Delivered,C4356,Rachel Whitney,India,South Dakota,Allenville,P893,relationship,Electronics,Mobile,Guerrero LLC,2,1412,NetBanking,Female,61,2824
A14191,19-09-2026,01-03-2026,05-11-2026,Delivered,C8181,Suzanne Johnson,India,Maryland,Port Lisaton,P388,threat,Home,Furniture,Woodard PLC,4,11732,Card,Female,57,46926
A14192,24-09-2026,13-01-2026,30-10-2026,Delivered,C8400,David Barber,India,West Virginia,South Ericside,P681,Mr,Home,Furniture,"Lawrence, Ware and Cox",2,33754,UPI,Female,29,67509
A14193,11-06-2026,27-06-2026,08-03-2026,Delivered,C4805,Jamie Nelson,India,New Mexico,Keithshire,P812,several,Fashion,Footwear,"Gonzalez, Frank and Buckley",2,26098,NetBanking,Male,19,52196
A14194,25-07-2026,12-08-2026,20-12-2026,Delivered,C2175,Jennifer Moore,India,Kentucky,Lawsonmouth,P743,will,Electronics,Accessories,Ford-Matthews,5,47233,UPI,Female,55,236165
A14195,30-04-2026,12-05-2026,19-06-2026,Delivered,C4082,Alicia Myers,India,West Virginia,South Christopherburgh,P862,follow,Electronics,Mobile,"Torres, Mendoza and Hoffman",3,11454,Card,Female,58,34362
A14196,19-10-2026,26-12-2026,22-08-2026,Delivered,C9308,Gregory Coleman,India,Nevada,East Franceston,P489,nation,Home,Kitchen,"Thompson, Scott and Grimes",5,1327,COD,Female,56,6635
A14197,19-08-2026,09-08-2026,18-07-2026,Delivered,C4880,Emily Morrison,India,New Jersey,North Paul,P679,wind,Home,Kitchen,Smith and Sons,2,35826,COD,Male,64,71652
A14198,22-01-2026,29-11-2026,23-05-2026,Delivered,C2359,Debra Miller,India,Montana,East Thomas,P414,right,Electronics,Accessories,"Turner, Robinson and Richardson",5,38663,Card,Female,41,193316
A14199,08-05-2026,12-05-2026,09-05-2026,Delivered,C4907,Lisa Smith,India,West Virginia,South Erik,P938,best,Home,Kitchen,Orr LLC,4,10261,Card,Female,54,41042
A14200,04-02-2026,30-11-2026,19-01-2026,Delivered,C7614,Lisa Hanson,India,Idaho,Lake Dawn,P810,religious,Home,Kitchen,"Wong, Hicks and Hood",2,30028,NetBanking,Male,63,60055
A14201,18-01-2026,30-08-2026,15-02-2026,Delivered,C2115,Nicole Zhang,India,Washington,North Daniel,P365,make,Fashion,Clothing,"Osborn, Taylor and Hoover",5,34242,UPI,Male,49,171209
A14202,16-10-2026,22-05-2026,30-07-2026,Delivered,C9842,Kelly Hill,India,Oklahoma,West Thomaschester,P589,age,Electronics,Accessories,Davis-Edwards,4,45614,UPI,Male,60,182457
A14203,18-01-2026,03-01-2026,29-09-2026,Delivered,C1220,Sarah Smith,India,Oklahoma,South Tiffany,P106,two,Home,Kitchen,Thomas-Logan,4,29743,UPI,Male,55,118972
A14204,27-02-2026,16-09-2026,01-07-2026,Delivered,C1015,Gary Roberts,India,Iowa,West Zacharyport,P177,candidate,Fashion,Clothing,Hampton Group,5,10885,UPI,Male,59,54425
A14205,29-09-2026,13-09-2026,16-06-2026,Delivered,C8634,Christopher Camacho,India,Colorado,Simmonsburgh,P724,write,Electronics,Mobile,Welch and Sons,5,45325,COD,Male,39,226625
A14206,20-05-2026,31-08-2026,07-02-2026,Delivered,C8030,Michelle West,India,Ohio,Thomasmouth,P250,material,Home,Kitchen,Harris Ltd,5,31775,NetBanking,Female,60,158874
A14207,10-02-2026,17-12-2026,01-01-2026,Delivered,C5417,Jonathan Cruz,India,Wyoming,Saraport,P429,likely,Electronics,Mobile,"Nguyen, Owens and Rivera",5,25708,UPI,Male,21,128542
A14208,01-11-2026,15-10-2026,28-01-2026,Delivered,C9066,Maurice Martin,India,Mississippi,Travisborough,P301,interest,Home,Kitchen,Wilson-Smith,3,8813,NetBanking,Female,24,26440
A14209,19-03-2026,06-04-2026,30-05-2026,Delivered,C8026,Jennifer Edwards,India,Maryland,Jessicabury,P145,model,Fashion,Clothing,"Garcia, Wilson and Skinner",5,45213,NetBanking,Female,35,226066
A14210,24-07-2026,27-10-2026,15-11-2026,Delivered,C5591,Veronica Gonzalez,India,California,Port Rubenborough,P582,benefit,Fashion,Footwear,"Anderson, Nichols and Morgan",5,40961,NetBanking,Female,30,204805
A14211,07-10-2026,03-02-2026,20-03-2026,Delivered,C5980,Thomas Allen,India,Arizona,Charlesport,P893,perform,Home,Furniture,"Cantrell, Young and Smith",5,15448,UPI,Female,41,77242
A14212,09-07-2026,14-12-2026,28-04-2026,Delivered,C2619,Christopher Benson,India,Hawaii,Port Danielle,P235,indicate,Home,Furniture,"Foster, White and Jones",5,39081,COD,Male,28,195405
A14213,04-11-2026,19-04-2026,07-01-2026,Delivered,C5013,Kayla Maldonado,India,New Hampshire,West Melinda,P954,education,Electronics,Accessories,"Martin, Jenkins and Thompson",3,42052,UPI,Male,57,126156
A14214,18-07-2026,07-03-2026,27-10-2026,Delivered,C9789,Matthew Ferguson,India,Vermont,East Richardborough,P939,clear,Home,Kitchen,Reed-Guzman,1,9026,UPI,Female,34,9026
A14215,23-09-2026,15-04-2026,11-03-2026,Delivered,C6420,Zachary Daniel,India,West Virginia,West Edwardborough,P694,here,Home,Kitchen,Carroll LLC,1,25244,NetBanking,Female,36,25244
A14216,10-11-2026,08-03-2026,27-02-2026,Delivered,C8688,Michael Morgan,India,South Carolina,Oliviatown,P976,could,Fashion,Footwear,Warner-Hunter,5,20468,Card,Female,39,102341
A14217,12-06-2026,30-03-2026,22-03-2026,Delivered,C8004,Melanie Thornton,India,Wisconsin,Ericaville,P102,hold,Electronics,Mobile,"Moore, Watson and Kennedy",4,19167,UPI,Female,48,76669
A14218,11-05-2026,08-09-2026,18-01-2026,Delivered,C3572,Rebecca Smith,India,South Dakota,South Katherineview,P367,wonder,Fashion,Clothing,Reed LLC,3,41047,UPI,Female,24,123142
A14219,14-12-2026,17-06-2026,19-08-2026,Delivered,C3528,Steven Wilson,India,Arkansas,Christinemouth,P976,car,Home,Kitchen,Bowman and Sons,5,522,UPI,Male,29,2612
A14220,24-07-2026,05-05-2026,07-06-2026,Delivered,C6411,Robert Ramirez,India,Alaska,Lake Johnborough,P164,arm,Fashion,Clothing,Gibson PLC,5,40317,NetBanking,Female,65,201583
A14221,29-06-2026,12-08-2026,18-08-2026,Delivered,C2846,Luis Pittman,India,Illinois,New Tara,P177,magazine,Electronics,Accessories,"Beasley, Davis and Johnson",5,27718,Card,Male,55,138590
A14222,31-01-2026,29-03-2026,09-12-2026,Delivered,C7826,Erik Tucker,India,Connecticut,Jamieport,P159,to,Fashion,Clothing,"Barker, Williams and Webb",1,29242,Card,Male,32,29242
A14223,06-07-2026,25-02-2026,10-02-2026,Delivered,C8798,John Matthews,India,New Mexico,East Sarah,P286,pressure,Fashion,Clothing,Gonzalez and Sons,2,33452,UPI,Female,53,66905
A14224,17-01-2026,24-07-2026,12-07-2026,Delivered,C5828,Bryan Lin,India,Virginia,Lake Charlesmouth,P635,minute,Fashion,Footwear,Nelson-King,1,16319,NetBanking,Male,39,16319
A14225,03-07-2026,31-05-2026,22-12-2026,Delivered,C2018,Philip Flynn,India,Iowa,Port Christian,P581,different,Home,Furniture,"Matthews, Powers and Vega",1,4857,UPI,Female,18,4857
A14226,02-02-2026,12-02-2026,29-04-2026,Delivered,C5871,Cynthia Gonzalez,India,New Mexico,Port Johnborough,P680,some,Electronics,Accessories,Buchanan-Richards,4,49340,UPI,Female,45,197361
A14227,08-03-2026,12-02-2026,26-09-2026,Delivered,C3028,Jody Foley,India,Oregon,Zacharyfort,P284,these,Electronics,Accessories,Sherman Group,1,11615,NetBanking,Male,62,11615
A14228,11-05-2026,21-03-2026,13-11-2026,Delivered,C8872,Amanda Davis,India,Tennessee,North Sabrina,P524,medical,Home,Furniture,Morgan-Figueroa,1,21324,Card,Female,30,21324
A14229,29-12-2026,17-02-2026,11-04-2026,Delivered,C8889,Christopher Morris,India,Alaska,Natalieberg,P179,station,Electronics,Mobile,"Washington, Medina and Ingram",3,8733,Card,Female,55,26199
A14230,31-07-2026,10-05-2026,16-05-2026,Delivered,C2415,Scott Russell,India,Colorado,Gabrielleburgh,P983,official,Fashion,Clothing,Reid Group,3,18308,COD,Female,62,54925
A14231,06-03-2026,07-05-2026,20-04-2026,Delivered,C2587,Raymond Long,India,Pennsylvania,Alvaradoberg,P515,head,Fashion,Clothing,Haynes Group,3,37119,COD,Female,64,111356
A14232,12-07-2026,24-03-2026,02-07-2026,Delivered,C5051,Elizabeth Ford,India,Montana,Port Dennisville,P971,speak,Electronics,Accessories,Mckay Group,2,37849,COD,Male,22,75699
A14233,09-04-2026,30-05-2026,07-11-2026,Delivered,C7011,Amanda Ferguson,India,Wisconsin,Port Samantha,P183,again,Electronics,Mobile,Moreno-Poole,3,15280,Card,Female,39,45841
A14234,08-01-2026,13-03-2026,11-06-2026,Delivered,C3150,Anthony Morris,India,Missouri,Maryborough,P232,still,Home,Furniture,"Gonzalez, Brown and Bryan",2,48421,Card,Female,33,96842
A14235,01-06-2026,18-08-2026,02-10-2026,Delivered,C3445,Kimberly Lopez,India,North Carolina,Courtneytown,P658,enough,Home,Furniture,"Ward, Barnes and Jackson",4,49353,UPI,Female,57,197413
A14236,16-04-2026,05-09-2026,07-03-2026,Delivered,C8121,Charles Matthews DDS,India,New Jersey,Cabreramouth,P268,family,Electronics,Mobile,"Foster, Underwood and Maldonado",4,33851,Card,Female,65,135405
A14237,23-11-2026,24-08-2026,28-05-2026,Delivered,C4812,Christopher Allen,India,Arkansas,Lake Robertport,P950,treatment,Fashion,Footwear,Davis-Brooks,4,7436,Card,Male,22,29744
A14238,16-01-2026,31-12-2026,15-10-2026,Delivered,C7481,Mary Mckinney DVM,India,Tennessee,South Carmen,P319,Democrat,Home,Furniture,"Hudson, Haynes and Parker",2,38401,UPI,Female,39,76803
A14239,08-10-2026,16-12-2026,01-07-2026,Delivered,C8654,Anthony Higgins,India,Missouri,Lake Andrea,P326,once,Electronics,Accessories,Brooks-Richardson,1,28227,COD,Male,34,28227
A14240,14-07-2026,09-04-2026,25-06-2026,Delivered,C1345,Andrew Small,India,New Jersey,South Nathan,P466,likely,Fashion,Clothing,"Adams, Reynolds and James",3,11719,NetBanking,Male,65,35157
A14241,09-11-2026,21-09-2026,21-08-2026,Delivered,C3397,Cody Reynolds,India,Illinois,Royview,P622,challenge,Fashion,Clothing,Powell and Sons,5,46108,UPI,Male,41,230540
A14242,07-09-2026,12-06-2026,25-11-2026,Delivered,C4524,James Bass,India,Illinois,Josephville,P703,pattern,Fashion,Footwear,Harrison-Cook,3,35383,Card,Female,23,106149
A14243,25-03-2026,11-09-2026,05-02-2026,Delivered,C8435,Michael Price,India,Indiana,Carlaside,P488,scientist,Home,Furniture,"Nichols, Serrano and Figueroa",3,8587,COD,Female,45,25761
A14244,23-08-2026,03-03-2026,05-07-2026,Delivered,C2688,Erica Garrison,India,New York,Michaelfurt,P919,indeed,Home,Kitchen,Perez-Smith,2,14427,UPI,Male,52,28854
A14245,20-06-2026,02-03-2026,18-10-2026,Delivered,C7151,James Green,India,North Carolina,Lake Thomasview,P978,mention,Electronics,Accessories,Brown and Sons,5,32128,NetBanking,Female,34,160640
A14246,13-01-2026,07-03-2026,05-11-2026,Delivered,C9251,Joseph Lamb,India,Illinois,Courtneychester,P420,president,Electronics,Mobile,"Ellis, Lucas and Patel",3,11616,NetBanking,Female,24,34849
A14247,08-04-2026,19-01-2026,18-10-2026,Delivered,C6772,John Gray,India,Wyoming,Bretthaven,P282,subject,Electronics,Accessories,Martinez-Jordan,1,20325,UPI,Female,43,20325
A14248,03-07-2026,26-10-2026,14-02-2026,Delivered,C1305,Ricardo Clark,India,Colorado,Pricebury,P186,detail,Electronics,Mobile,Mcclain-Hanna,1,44538,COD,Male,19,44538
A14249,05-02-2026,14-03-2026,12-10-2026,Delivered,C7782,Darin Mccann,India,Vermont,Port Danielleburgh,P256,memory,Fashion,Clothing,Morgan PLC,1,1430,NetBanking,Female,18,1430
A14250,17-06-2026,23-12-2026,17-02-2026,Delivered,C7062,Ashley Mcdonald,India,Maine,Donaldberg,P355,else,Fashion,Clothing,Young-Hamilton,3,9602,UPI,Male,25,28807
A14251,23-10-2026,26-05-2026,25-11-2026,Delivered,C8047,Victoria Wilson,India,Florida,West Georgemouth,P960,possible,Fashion,Footwear,Jordan PLC,2,49844,Card,Male,37,99687
A14252,18-05-2026,18-06-2026,13-02-2026,Delivered,C1941,Kevin Martin,India,Delaware,Lake Paul,P127,admit,Fashion,Clothing,Lopez-Kelly,2,5063,Card,Female,59,10126
A14253,19-08-2026,27-11-2026,23-04-2026,Delivered,C9285,William Conner,India,Indiana,New Donald,P236,film,Electronics,Accessories,"Sharp, Chang and Greene",1,41292,NetBanking,Male,29,41292
A14254,07-07-2026,03-01-2026,29-06-2026,Delivered,C1660,Terri Olsen,India,Delaware,Karenchester,P555,capital,Home,Kitchen,Thomas LLC,5,37018,UPI,Male,59,185088
A14255,18-04-2026,19-03-2026,11-08-2026,Delivered,C9096,William Garcia,India,Montana,Joshualand,P107,hope,Fashion,Clothing,Turner PLC,2,41718,UPI,Female,35,83436
A14256,02-11-2026,30-08-2026,16-09-2026,Delivered,C9803,Oscar Fletcher,India,Delaware,North Caleb,P627,energy,Home,Kitchen,"Rose, Vazquez and Jones",5,41580,UPI,Male,27,207901
A14257,09-11-2026,25-01-2026,27-09-2026,Delivered,C8833,Derek Wood,India,Tennessee,West Carlosville,P678,reach,Fashion,Clothing,Pham Inc,4,33583,UPI,Female,25,134331
A14258,11-01-2026,04-03-2026,22-01-2026,Delivered,C3272,Annette Petty,India,Connecticut,Marquezberg,P150,do,Home,Furniture,"Salinas, Tucker and Pena",5,3079,NetBanking,Male,31,15395
A14259,31-03-2026,31-05-2026,04-07-2026,Delivered,C4076,Dr. Rachael Turner,India,Oregon,Lisamouth,P876,us,Fashion,Clothing,Williams Group,3,40034,COD,Female,57,120103
A14260,08-05-2026,19-01-2026,06-12-2026,Delivered,C7365,Michael Lynch Jr.,India,Wyoming,Rodrigueztown,P107,recent,Home,Kitchen,"Eaton, Anderson and Holmes",5,41273,COD,Male,65,206367
A14261,19-03-2026,01-01-2026,21-03-2026,Delivered,C6033,Norma Parsons,India,Vermont,Lake Timothy,P785,how,Electronics,Accessories,Jenkins-Douglas,2,18212,COD,Female,57,36423
A14262,01-06-2026,03-11-2026,18-09-2026,Delivered,C5889,Elizabeth Combs,India,Alaska,West Joshuashire,P619,especially,Home,Kitchen,Anderson-Harris,2,46271,NetBanking,Female,37,92542
A14263,16-02-2026,06-09-2026,02-12-2026,Delivered,C2014,Natalie Schultz,India,Minnesota,Port Jennifer,P951,his,Electronics,Mobile,Hill-Hickman,2,21759,Card,Male,62,43517
A14264,19-10-2026,19-02-2026,08-03-2026,Delivered,C3310,Susan French,India,Arkansas,Lake Michael,P881,with,Home,Furniture,Griffin PLC,2,30670,Card,Female,22,61341
A14265,05-06-2026,22-03-2026,28-01-2026,Delivered,C8425,Mr. Steven King III,India,Hawaii,New Dana,P867,or,Home,Furniture,Acosta-Adkins,5,1411,COD,Male,60,7057
A14266,10-10-2026,21-10-2026,14-05-2026,Delivered,C7192,Katie Gomez,India,North Carolina,Russellberg,P933,laugh,Home,Kitchen,"Richardson, Miles and Reynolds",3,17819,NetBanking,Male,38,53457
A14267,05-10-2026,29-11-2026,12-09-2026,Delivered,C4926,Melissa Brown,India,Wisconsin,Jordanland,P806,prevent,Fashion,Clothing,Delgado Ltd,4,3982,UPI,Male,30,15928
A14268,08-09-2026,30-12-2026,27-02-2026,Delivered,C4239,Thomas Good,India,Idaho,West Robert,P281,dark,Fashion,Clothing,Garcia Group,5,223,NetBanking,Male,63,1113
A14269,21-05-2026,14-04-2026,14-10-2026,Delivered,C5961,James Carroll,India,Alabama,East Kyleside,P349,guy,Fashion,Footwear,"Ball, Price and Garcia",1,21641,Card,Female,44,21641
A14270,22-11-2026,25-11-2026,06-06-2026,Delivered,C9368,Amber Woods,India,North Carolina,Bergshire,P160,moment,Home,Kitchen,"Wright, Thomas and Butler",4,22023,COD,Female,42,88090
A14271,13-01-2026,27-09-2026,23-03-2026,Delivered,C9245,Cody Moore,India,Alabama,East Vanessa,P947,affect,Fashion,Footwear,"Evans, Allen and Roberts",4,4971,COD,Female,38,19883
A14272,02-08-2026,17-05-2026,13-05-2026,Delivered,C2329,Kristin Collins,India,New Jersey,North Stephenmouth,P801,many,Electronics,Mobile,Gaines and Sons,5,23252,NetBanking,Female,63,116260
A14273,23-11-2026,22-02-2026,11-02-2026,Delivered,C6044,Michelle Alvarado,India,Colorado,Kristenside,P275,body,Home,Furniture,Nelson and Sons,4,39237,NetBanking,Male,52,156949
A14274,29-05-2026,01-07-2026,18-07-2026,Delivered,C3867,Eric Davis,India,Maine,South Rebecca,P807,feel,Home,Furniture,Johnson-Williams,2,30323,Card,Female,32,60647
A14275,20-09-2026,23-03-2026,18-09-2026,Delivered,C6057,Kara Horton,India,Wisconsin,North Janetborough,P820,adult,Home,Furniture,Mclaughlin-Thompson,1,25633,NetBanking,Male,38,25633
A14276,05-04-2026,18-08-2026,09-07-2026,Delivered,C7015,Karen Perez,India,Indiana,East Jonathanfurt,P715,new,Electronics,Laptop,Johnson Ltd,4,32241,NetBanking,Female,41,128966
A14277,10-10-2026,26-11-2026,18-12-2026,Delivered,C9928,Kevin Stout,India,Virginia,West Aprilhaven,P677,mouth,Home,Kitchen,Conley PLC,4,21495,UPI,Female,45,85980
A14278,07-08-2026,03-12-2026,09-05-2026,Delivered,C9638,Michael Reed,India,Hawaii,East Jenniferton,P948,born,Home,Kitchen,Molina LLC,1,48787,UPI,Male,28,48787
A14279,26-04-2026,10-05-2026,02-02-2026,Delivered,C3100,Danielle Howe,India,Maine,Eileenchester,P585,me,Fashion,Footwear,"Salazar, Jimenez and Calhoun",3,21176,UPI,Female,29,63529
A14280,02-11-2026,08-10-2026,19-05-2026,Delivered,C2961,Dorothy Black,India,Pennsylvania,Davidville,P677,reality,Home,Kitchen,"Guzman, Mcintyre and Carter",1,39597,Card,Female,33,39597
A14281,17-02-2026,04-03-2026,26-09-2026,Delivered,C1365,John Mendez,India,New Hampshire,East Kimberlyberg,P440,behavior,Electronics,Laptop,Burton-Gonzalez,2,3995,Card,Male,47,7989
A14282,28-08-2026,05-04-2026,22-10-2026,Delivered,C6569,Benjamin Daniel,India,North Dakota,Stoneburgh,P700,discuss,Fashion,Footwear,French-Brown,4,27230,NetBanking,Male,28,108921
A14283,03-02-2026,19-07-2026,09-06-2026,Delivered,C6336,Jessica Carney,India,Alabama,Keithchester,P551,election,Fashion,Footwear,Matthews and Sons,2,35437,COD,Female,35,70874
A14284,15-10-2026,13-09-2026,20-05-2026,Delivered,C6241,Jennifer Chavez,India,California,South Kevin,P592,safe,Home,Furniture,Farley-Pearson,4,9930,NetBanking,Male,56,39719
A14285,24-08-2026,13-05-2026,14-11-2026,Delivered,C4879,Ashley Baker,India,Minnesota,Lake Debramouth,P936,strong,Electronics,Laptop,"Monroe, Crosby and Salas",4,22083,UPI,Male,22,88332
A14286,01-06-2026,06-07-2026,26-08-2026,Delivered,C2658,Lisa Rogers,India,Arkansas,Mortonport,P203,fund,Home,Furniture,Valenzuela-Sanchez,4,14041,UPI,Female,28,56165
A14287,01-06-2026,06-07-2026,13-12-2026,Delivered,C6867,Shirley Weiss,India,Missouri,Gregoryshire,P852,effort,Electronics,Accessories,Hardy-Smith,1,16828,UPI,Female,32,16828
A14288,28-03-2026,05-11-2026,17-11-2026,Delivered,C1365,Brandon Jones,India,Montana,East Victoriaborough,P144,move,Home,Furniture,Moss Group,3,15772,COD,Female,48,47317
A14289,24-02-2026,10-06-2026,21-04-2026,Delivered,C4430,Catherine Kirby,India,Connecticut,North Taylor,P124,marriage,Fashion,Footwear,Hammond-Mclean,4,37980,COD,Female,22,151921
A14290,16-12-2026,08-03-2026,07-11-2026,Delivered,C5770,William Norris,India,New York,West Samantha,P571,eat,Electronics,Laptop,Johns-Fuller,4,20186,COD,Male,46,80743
A14291,12-09-2026,28-12-2026,26-01-2026,Delivered,C1571,Ashley Perkins,India,Illinois,Riosmouth,P944,couple,Electronics,Mobile,Marks-Simmons,5,16761,NetBanking,Male,22,83805
A14292,03-05-2026,29-06-2026,14-07-2026,Delivered,C6936,Alison Tran,India,Alabama,Port Shannonfurt,P321,close,Home,Furniture,Garcia and Sons,5,33248,Card,Male,55,166239
A14293,24-12-2026,08-07-2026,23-12-2026,Delivered,C5303,Andrew Huff,India,New Jersey,North Toddside,P400,little,Fashion,Footwear,Michael-Aguirre,1,6117,COD,Female,33,6117
A14294,30-11-2026,30-03-2026,02-02-2026,Delivered,C3969,Mrs. Marissa Santos,India,Alabama,Michaelberg,P546,must,Electronics,Mobile,"Newman, Howard and Gilmore",4,49698,UPI,Male,57,198794
A14295,04-01-2026,05-06-2026,17-07-2026,Delivered,C4953,Michael Smith,India,New Hampshire,New Timothyhaven,P930,try,Fashion,Clothing,Garcia-Garcia,4,24074,COD,Male,25,96296
A14296,08-10-2026,29-04-2026,15-10-2026,Delivered,C8143,Joshua Smith,India,Utah,Tamihaven,P299,surface,Fashion,Footwear,"Kelly, Roth and Stewart",3,36944,UPI,Male,53,110832
A14297,02-08-2026,21-02-2026,09-09-2026,Delivered,C2718,Haley Thomas,India,Illinois,New Amyton,P235,air,Fashion,Clothing,"Steele, Perez and Gutierrez",4,38384,NetBanking,Female,37,153534
